citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,proclamation_number
86 FR 27505, 2021-10922,27506,https://www.federalregister.gov/documents/2021/05/21/2021-10922/national-hepatitis-testing-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-21/pdf/2021-10922.pdf,Presidential Document,Proclamation,05/21/2021,2021-05-18,27505,"National Hepatitis Testing Day, 2021","",10214
86 FR 28687, 2021-11457,28688,https://www.federalregister.gov/documents/2021/05/28/2021-11457/national-safe-boating-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-28/pdf/2021-11457.pdf,Presidential Document,Proclamation,05/28/2021,2021-05-21,28687,"National Safe Boating Week, 2021","",10215
86 FR 28689, 2021-11458,28690,https://www.federalregister.gov/documents/2021/05/28/2021-11458/national-maritime-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-05-28/pdf/2021-11458.pdf,Presidential Document,Proclamation,05/28/2021,2021-05-21,28689,"National Maritime Day, 2021","",10216
86 FR 29171, 2021-11562,29171,https://www.federalregister.gov/documents/2021/05/28/2021-11562/honoring-the-victims-of-the-tragedy-in-san-jose-california,https://www.govinfo.gov/content/pkg/FR-2021-05-28/pdf/2021-11562.pdf,Presidential Document,Proclamation,05/28/2021,2021-05-26,29171,"Honoring the Victims of the Tragedy in San Jose, California","",10217
86 FR 29925, 2021-11817,29926,https://www.federalregister.gov/documents/2021/06/03/2021-11817/prayer-for-peace-memorial-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-06-03/pdf/2021-11817.pdf,Presidential Document,Proclamation,06/03/2021,2021-05-28,29925,"Prayer for Peace, Memorial Day, 2021","",10218
86 FR 29929, 2021-11874,29930,https://www.federalregister.gov/documents/2021/06/04/2021-11874/day-of-remembrance-100-years-after-the-1921-tulsa-race-massacre,https://www.govinfo.gov/content/pkg/FR-2021-06-04/pdf/2021-11874.pdf,Presidential Document,Proclamation,06/04/2021,2021-05-31,29929,Day of Remembrance: 100 Years After the 1921 Tulsa Race Massacre,"",10219
86 FR 30131, 2021-11968,30132,https://www.federalregister.gov/documents/2021/06/07/2021-11968/black-music-appreciation-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-06-07/pdf/2021-11968.pdf,Presidential Document,Proclamation,06/07/2021,2021-06-01,30131,"Black Music Appreciation Month, 2021","",10220
86 FR 30133, 2021-11972,30134,https://www.federalregister.gov/documents/2021/06/07/2021-11972/great-outdoors-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-06-07/pdf/2021-11972.pdf,Presidential Document,Proclamation,06/07/2021,2021-06-01,30133,"Great Outdoors Month, 2021","",10221
86 FR 30135, 2021-11973,30136,https://www.federalregister.gov/documents/2021/06/07/2021-11973/lesbian-gay-bisexual-transgender-and-queer-pride-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-06-07/pdf/2021-11973.pdf,Presidential Document,Proclamation,06/07/2021,2021-06-01,30135,"Lesbian, Gay, Bisexual, Transgender, and Queer Pride Month, 2021","",10222
86 FR 30137, 2021-11976,30138,https://www.federalregister.gov/documents/2021/06/07/2021-11976/national-caribbean-american-heritage-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-06-07/pdf/2021-11976.pdf,Presidential Document,Proclamation,06/07/2021,2021-06-01,30137,"National Caribbean-American Heritage Month, 2021","",10223
86 FR 30139, 2021-11977,30140,https://www.federalregister.gov/documents/2021/06/07/2021-11977/national-homeownership-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-06-07/pdf/2021-11977.pdf,Presidential Document,Proclamation,06/07/2021,2021-06-01,30139,"National Homeownership Month, 2021","",10224
86 FR 30141, 2021-11978,30142,https://www.federalregister.gov/documents/2021/06/07/2021-11978/national-immigrant-heritage-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-06-07/pdf/2021-11978.pdf,Presidential Document,Proclamation,06/07/2021,2021-06-01,30141,"National Immigrant Heritage Month, 2021","",10225
86 FR 30143, 2021-11979,30144,https://www.federalregister.gov/documents/2021/06/07/2021-11979/national-ocean-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-06-07/pdf/2021-11979.pdf,Presidential Document,Proclamation,06/07/2021,2021-06-01,30143,"National Ocean Month, 2021","",10226
86 FR 31903, 2021-12842,31904,https://www.federalregister.gov/documents/2021/06/16/2021-12842/flag-day-and-national-flag-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-06-16/pdf/2021-12842.pdf,Presidential Document,Proclamation,06/16/2021,2021-06-11,31903,"Flag Day and National Flag Week, 2021","",10227
86 FR 32359, 2021-13019,32360,https://www.federalregister.gov/documents/2021/06/17/2021-13019/world-elder-abuse-awareness-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-06-17/pdf/2021-13019.pdf,Presidential Document,Proclamation,06/17/2021,2021-06-14,32359,"World Elder Abuse Awareness Day, 2021","",10228
86 FR 32717, 2021-13451,32718,https://www.federalregister.gov/documents/2021/06/23/2021-13451/juneteenth-day-of-observance-2021,https://www.govinfo.gov/content/pkg/FR-2021-06-23/pdf/2021-13451.pdf,Presidential Document,Proclamation,06/23/2021,2021-06-18,32717,"Juneteenth Day of Observance, 2021","",10229
86 FR 32719, 2021-13455,32720,https://www.federalregister.gov/documents/2021/06/23/2021-13455/fathers-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-06-23/pdf/2021-13455.pdf,Presidential Document,Proclamation,06/23/2021,2021-06-18,32719,"Father's Day, 2021","",10230
86 FR 35385, 2021-14497,35386,https://www.federalregister.gov/documents/2021/07/06/2021-14497/50th-anniversary-of-the-26th-amendment,https://www.govinfo.gov/content/pkg/FR-2021-07-06/pdf/2021-14497.pdf,Presidential Document,Proclamation,07/06/2021,2021-06-30,35385,50th Anniversary of the 26th Amendment,"",10231
86 FR 38207, 2021-15520,38208,https://www.federalregister.gov/documents/2021/07/20/2021-15520/national-atomic-veterans-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-07-20/pdf/2021-15520.pdf,Presidential Document,Proclamation,07/20/2021,2021-07-15,38207,"National Atomic Veterans Day, 2021","",10232
86 FR 38535, 2021-15686,38536,https://www.federalregister.gov/documents/2021/07/21/2021-15686/captive-nations-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-07-21/pdf/2021-15686.pdf,Presidential Document,Proclamation,07/21/2021,2021-07-16,38535,"Captive Nations Week, 2021","",10233
86 FR 40757, 2021-16301,40758,https://www.federalregister.gov/documents/2021/07/29/2021-16301/made-in-america-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-07-29/pdf/2021-16301.pdf,Presidential Document,Proclamation,07/29/2021,2021-07-26,40757,"Made in America Week, 2021","",10234
86 FR 40759, 2021-16302,40760,https://www.federalregister.gov/documents/2021/07/29/2021-16302/national-korean-war-veterans-armistice-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-07-29/pdf/2021-16302.pdf,Presidential Document,Proclamation,07/29/2021,2021-07-26,40759,"National Korean War Veterans Armistice Day, 2021","",10235
86 FR 40761, 2021-16303,40762,https://www.federalregister.gov/documents/2021/07/29/2021-16303/anniversary-of-the-americans-with-disabilities-act-2021,https://www.govinfo.gov/content/pkg/FR-2021-07-29/pdf/2021-16303.pdf,Presidential Document,Proclamation,07/29/2021,2021-07-26,40761,"Anniversary of the Americans With Disabilities Act, 2021","",10236
86 FR 43903, 2021-17252,43904,https://www.federalregister.gov/documents/2021/08/11/2021-17252/national-health-center-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-08-11/pdf/2021-17252.pdf,Presidential Document,Proclamation,08/11/2021,2021-08-06,43903,"National Health Center Week, 2021","",10237
86 FR 46101, 2021-17801,46102,https://www.federalregister.gov/documents/2021/08/18/2021-17801/national-employer-support-of-the-guard-and-reserve-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-08-18/pdf/2021-17801.pdf,Presidential Document,Proclamation,08/18/2021,2021-08-13,46101,"National Employer Support of the Guard and Reserve Week, 2021","",10238
86 FR 48479, 2021-18921,48480,https://www.federalregister.gov/documents/2021/08/31/2021-18921/womens-equality-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-08-31/pdf/2021-18921.pdf,Presidential Document,Proclamation,08/31/2021,2021-08-26,48479,"Women's Equality Day, 2021","",10239
86 FR 48481, 2021-18925,48481,https://www.federalregister.gov/documents/2021/08/31/2021-18925/honoring-the-victims-of-the-attack-in-kabul-afghanistan,https://www.govinfo.gov/content/pkg/FR-2021-08-31/pdf/2021-18925.pdf,Presidential Document,Proclamation,08/31/2021,2021-08-26,48481,"Honoring the Victims of the Attack in Kabul, Afghanistan","",10240
86 FR 48885, 2021-19006,48886,https://www.federalregister.gov/documents/2021/09/01/2021-19006/overdose-awareness-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-01/pdf/2021-19006.pdf,Presidential Document,Proclamation,09/01/2021,2021-08-27,48885,"Overdose Awareness Week, 2021","",10241
86 FR 49887, 2021-19323,49889,https://www.federalregister.gov/documents/2021/09/03/2021-19323/national-childhood-cancer-awareness-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-03/pdf/2021-19323.pdf,Presidential Document,Proclamation,09/03/2021,2021-08-31,49887,"National Childhood Cancer Awareness Month, 2021","",10242
86 FR 49891, 2021-19324,49892,https://www.federalregister.gov/documents/2021/09/03/2021-19324/national-ovarian-cancer-awareness-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-03/pdf/2021-19324.pdf,Presidential Document,Proclamation,09/03/2021,2021-08-31,49891,"National Ovarian Cancer Awareness Month, 2021","",10243
86 FR 49893, 2021-19325,49894,https://www.federalregister.gov/documents/2021/09/03/2021-19325/national-preparedness-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-03/pdf/2021-19325.pdf,Presidential Document,Proclamation,09/03/2021,2021-08-31,49893,"National Preparedness Month, 2021","",10244
86 FR 49895, 2021-19326,49896,https://www.federalregister.gov/documents/2021/09/03/2021-19326/national-prostate-cancer-awareness-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-03/pdf/2021-19326.pdf,Presidential Document,Proclamation,09/03/2021,2021-08-31,49895,"National Prostate Cancer Awareness Month, 2021","",10245
86 FR 49897, 2021-19327,49898,https://www.federalregister.gov/documents/2021/09/03/2021-19327/national-recovery-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-03/pdf/2021-19327.pdf,Presidential Document,Proclamation,09/03/2021,2021-08-31,49897,"National Recovery Month, 2021","",10246
86 FR 49899, 2021-19328,49900,https://www.federalregister.gov/documents/2021/09/03/2021-19328/national-sickle-cell-awareness-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-03/pdf/2021-19328.pdf,Presidential Document,Proclamation,09/03/2021,2021-08-31,49899,"National Sickle Cell Awareness Month, 2021","",10247
86 FR 49901, 2021-19329,49902,https://www.federalregister.gov/documents/2021/09/03/2021-19329/national-wilderness-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-03/pdf/2021-19329.pdf,Presidential Document,Proclamation,09/03/2021,2021-08-31,49901,"National Wilderness Month, 2021","",10248
86 FR 50433, 2021-19575,50435,https://www.federalregister.gov/documents/2021/09/09/2021-19575/national-historically-black-colleges-and-universities-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-09/pdf/2021-19575.pdf,Presidential Document,Proclamation,09/09/2021,2021-09-03,50433,"National Historically Black Colleges and Universities Week, 2021","",10249
86 FR 50437, 2021-19576,50438,https://www.federalregister.gov/documents/2021/09/09/2021-19576/labor-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-09/pdf/2021-19576.pdf,Presidential Document,Proclamation,09/09/2021,2021-09-03,50437,"Labor Day, 2021","",10250
86 FR 50981, 2021-19920,50982,https://www.federalregister.gov/documents/2021/09/14/2021-19920/national-days-of-prayer-and-remembrance-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-14/pdf/2021-19920.pdf,Presidential Document,Proclamation,09/14/2021,2021-09-09,50981,"National Days of Prayer and Remembrance, 2021","",10251
86 FR 50983, 2021-19923,50984,https://www.federalregister.gov/documents/2021/09/14/2021-19923/world-suicide-prevention-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-14/pdf/2021-19923.pdf,Presidential Document,Proclamation,09/14/2021,2021-09-09,50983,"World Suicide Prevention Day, 2021","",10252
86 FR 51257, 2021-20031,51259,https://www.federalregister.gov/documents/2021/09/15/2021-20031/national-small-business-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-15/pdf/2021-20031.pdf,Presidential Document,Proclamation,09/15/2021,2021-09-10,51257,"National Small Business Week, 2021","",10253
86 FR 51261, 2021-20036,51262,https://www.federalregister.gov/documents/2021/09/15/2021-20036/patriot-day-and-national-day-of-service-and-remembrance-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-15/pdf/2021-20036.pdf,Presidential Document,Proclamation,09/15/2021,2021-09-10,51261,"Patriot Day and National Day of Service and Remembrance, 2021","",10254
86 FR 51263, 2021-20038,51264,https://www.federalregister.gov/documents/2021/09/15/2021-20038/national-grandparents-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-15/pdf/2021-20038.pdf,Presidential Document,Proclamation,09/15/2021,2021-09-10,51263,"National Grandparents Day, 2021","",10255
86 FR 51577, 2021-20163,51578,https://www.federalregister.gov/documents/2021/09/16/2021-20163/national-hispanic-serving-institutions-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-16/pdf/2021-20163.pdf,Presidential Document,Proclamation,09/16/2021,2021-09-13,51577,"National Hispanic-Serving Institutions Week, 2021","",10256
86 FR 52067, 2021-20345,52068,https://www.federalregister.gov/documents/2021/09/17/2021-20345/national-hispanic-heritage-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-17/pdf/2021-20345.pdf,Presidential Document,Proclamation,09/17/2021,2021-09-14,52067,"National Hispanic Heritage Month, 2021","",10257
86 FR 52385, 2021-20506,52386,https://www.federalregister.gov/documents/2021/09/21/2021-20506/constitution-day-and-citizenship-day-and-constitution-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-21/pdf/2021-20506.pdf,Presidential Document,Proclamation,09/21/2021,2021-09-16,52385,"Constitution Day and Citizenship Day, and Constitution Week, 2021","",10258
86 FR 52387, 2021-20507,52388,https://www.federalregister.gov/documents/2021/09/21/2021-20507/national-powmia-recognition-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-21/pdf/2021-20507.pdf,Presidential Document,Proclamation,09/21/2021,2021-09-16,52387,"National POW/MIA Recognition Day, 2021","",10259
86 FR 52587, 2021-20625,52588,https://www.federalregister.gov/documents/2021/09/22/2021-20625/minority-enterprise-development-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-22/pdf/2021-20625.pdf,Presidential Document,Proclamation,09/22/2021,2021-09-17,52587,"Minority Enterprise Development Week, 2021","",10260
86 FR 52589, 2021-20627,52590,https://www.federalregister.gov/documents/2021/09/22/2021-20627/national-farm-safety-and-health-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-22/pdf/2021-20627.pdf,Presidential Document,Proclamation,09/22/2021,2021-09-17,52589,"National Farm Safety and Health Week, 2021","",10261
86 FR 54021, 2021-21361,54022,https://www.federalregister.gov/documents/2021/09/29/2021-21361/national-hunting-and-fishing-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-29/pdf/2021-21361.pdf,Presidential Document,Proclamation,09/29/2021,2021-09-24,54021,"National Hunting and Fishing Day, 2021","",10262
86 FR 54023, 2021-21362,54024,https://www.federalregister.gov/documents/2021/09/29/2021-21362/national-public-lands-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-29/pdf/2021-21362.pdf,Presidential Document,Proclamation,09/29/2021,2021-09-24,54023,"National Public Lands Day, 2021","",10263
86 FR 54025, 2021-21363,54026,https://www.federalregister.gov/documents/2021/09/29/2021-21363/gold-star-mothers-and-familys-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-29/pdf/2021-21363.pdf,Presidential Document,Proclamation,09/29/2021,2021-09-24,54025,"Gold Star Mother's and Family's Day, 2021","",10264
86 FR 54027, 2021-21449,54028,https://www.federalregister.gov/documents/2021/09/30/2021-21449/national-voter-registration-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-09-30/pdf/2021-21449.pdf,Presidential Document,Proclamation,09/30/2021,2021-09-27,54027,"National Voter Registration Day, 2021","",10265
86 FR 55443, 2021-21881,55444,https://www.federalregister.gov/documents/2021/10/05/2021-21881/cybersecurity-awareness-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-10-05/pdf/2021-21881.pdf,Presidential Document,Proclamation,10/05/2021,2021-09-30,55443,"Cybersecurity Awareness Month, 2021","",10266
86 FR 55445, 2021-21884,55446,https://www.federalregister.gov/documents/2021/10/05/2021-21884/national-arts-and-humanities-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-10-05/pdf/2021-21884.pdf,Presidential Document,Proclamation,10/05/2021,2021-09-30,55445,"National Arts and Humanities Month, 2021","",10267
